Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Shellfish  licence (Y/N),Scallop licence (Y/N)
LOWESTOFT,BRADWELL,P921,ASPIRE,C17198,23252,NON-SECTOR,9.32,2.92,104.3,74.429,1974,F,GBR,Y,N
LOWESTOFT,FELIXSTOWE,IH234,DORIS LIZZIE,A18147,20811,NON-SECTOR,9.34,5.78,72,62.101,1977,S,GBR,Y,N
LOWESTOFT,HARWICH,HH984,MAVERICK,A20980,60089,NON-SECTOR,9.34,5.57,59.48,58.429,1974,F,GBR,Y,N
LOWESTOFT,WEST MERSEA,CK96,OUR ENDEAVOUR,A15662,20281,NON-SECTOR,9.38,8.92,81,68.905,1981,S,GBR,N,N
LOWESTOFT,CANVEY ISLAND,LO345,SEA MOON,A18728,20934,NON-SECTOR,9.4,6.61,78,65.18,1982,F,GBR,Y,N
LOWESTOFT,LOWESTOFT,NN243,LADY CINDERELLA,A19961,21143,NON-SECTOR,9.45,5.43,82,68.274,1974,F,GBR,N,N
LOWESTOFT,WELLS,LN477,SPEEDWELL,C19201,22258,NON-SECTOR,9.47,15.05,182.65,130.111,2007,F,GBR,Y,N
LOWESTOFT,LOWESTOFT,LT163,OUR CAROLINE,A18901,20975,NON-SECTOR,9.48,7.42,65,64.136,1974,W,FRA,N,N
LOWESTOFT,CANVEY ISLAND,CK168,CHRISTINA CARA,B10293,22409,NON-SECTOR,9.5,8.58,82,68.25,1979,S,GBR,N,N
LOWESTOFT,HARWICH,HH512,SEA HUNTER II,B13838,30696,NON-SECTOR,9.5,4.55,89,72.065,1980,F,GBR,N,N
LOWESTOFT,WELLS,LN69,COMRADE,C16752,33901,NON-SECTOR,9.5,7.74,177,114.04,1999,F,GBR,Y,N
LOWESTOFT,BRIGHTLINGSEA,CK51,MOONLIGHTER II,A18689,23916,NON-SECTOR,9.5,4.76,89,71.305,1978,F,GBR,N,N
LOWESTOFT,LOWESTOFT,LT601,FOUR DAUGHTERS,B14746,24002,NON-SECTOR,9.56,4.61,65,63.188,1996,F,GBR,Y,N
LOWESTOFT,CROMER,LT231,MIA BLUE,C19357,25429,NON-SECTOR,9.6,8.13,137,95.538,2004,F,GBR,Y,N
LOWESTOFT,SOUTHWOLD,LT2,MISTRESS OF SOUTHWOLD,C19889,25174,NON-SECTOR,9.63,10.61,335.7,202.104,2010,F,GBR,Y,N
LOWESTOFT,LOWESTOFT,LT175,ICENE,B12039,22912,NON-SECTOR,9.7,5.22,187,116.645,1991,F,GBR,Y,N
LOWESTOFT,FELIXSTOWE,IH5,AUDREY M,C19980,24489,NON-SECTOR,9.7,10.6,100,81.763,2011,F,GBR,N,N
LOWESTOFT,WIVENHOE,CK191,LILY GRACE,B11209,22651,NON-SECTOR,9.75,5.97,115,79.342,1985,S,GBR,N,N
LOWESTOFT,LOWESTOFT,CS434,SIRENE,A16252,20387,NON-SECTOR,9.75,10.61,89,75.735,1980,F,GBR,Y,N
LOWESTOFT,CANVEY ISLAND,WO1,WE LIKE IT,A23988,22151,NON-SECTOR,9.76,9.07,66,63.958,1976,F,GBR,N,N
LOWESTOFT,LOWESTOFT,LO61,ANN ISABELLA,A18633,20178,NON-SECTOR,9.81,3.49,59,56.765,1937,W,GBR,N,N
LOWESTOFT,WALTON-ON-NAZE,HH986,STUMARK II,A16790,20195,NON-SECTOR,9.81,4.78,89.52,74.717,1986,F,GBR,Y,N
LOWESTOFT,LOWESTOFT,LT266,ANN LOUISE,C19274,24765,NON-SECTOR,9.82,11.97,143.7,111.801,2008,S,GBR,N,N
LOWESTOFT,HARWICH,HH56,ANNA LOUISE,A10941,23988,NON-SECTOR,9.82,8.18,89,75.402,1982,F,UNK,N,N
LOWESTOFT,WELLS,LN1,TWO BROTHERS,C19363,24779,NON-SECTOR,9.83,13.49,144,115.916,2008,F,GBR,Y,N
LOWESTOFT,ORFORD,LT1020,JOLENE,C18492,22911,NON-SECTOR,9.83,9.32,350,208.616,2005,F,GBR,Y,N
LOWESTOFT,SOUTHEND-ON-SEA,CK97,ENDEAVOUR,B10592,24464,NON-SECTOR,9.84,6.56,85,73.674,1988,S,GBR,N,N
LOWESTOFT,WEST MERSEA,CK91,FISHER LASSIE,A15655,20279,NON-SECTOR,9.85,8.34,61,62.91,1961,W,GBS,N,N
LOWESTOFT,SOUTHEND-ON-SEA,LO548,MARLI J,C16405,24230,NON-SECTOR,9.89,10.54,111.9,98.618,1998,S,GBR,N,N
LOWESTOFT,SOUTHEND-ON-SEA,LO544,LILLEY G,C16218,24195,NON-SECTOR,9.89,10.98,112,98.663,1997,S,GBR,N,N
LOWESTOFT,SOUTHEND-ON-SEA,LO70,OPTIMIST,B11765,22809,NON-SECTOR,9.9,12.4,90,77.625,1989,C,GBR,N,N
LOWESTOFT,WEST MERSEA,CK135,LUNAR BEAM,C16606,24254,NON-SECTOR,9.9,13.03,111.9,92.628,1998,S,GBR,N,N
LOWESTOFT,SOUTHEND-ON-SEA,RX46,MELANIE LOUISE,B10916,30980,NON-SECTOR,9.9,13.71,118.5,99.855,1989,S,GBR,N,N
LOWESTOFT,WELLS,YH2442,CHARLES WILLIAM,B12218,22987,NON-SECTOR,9.9,9.16,195,125.37,1991,F,GBR,Y,N
LOWESTOFT,GREAT WAKERING,IH3,LADY K,C18796,24364,NON-SECTOR,9.9,7.82,111,95.193,2006,S,GBR,N,N
LOWESTOFT,FELIXSTOWE,IH1,WILLSBRY,C16345,30276,NON-SECTOR,9.91,6,89.52,74.275,1998,S,GBR,N,N
LOWESTOFT,LOWESTOFT,LT546,JULIA HELEN,A19049,21008,NON-SECTOR,9.91,3.74,29,44.762,1951,U,UNK,N,N
LOWESTOFT,WELLS,YH927,MA FREEN,A24614,22310,NON-SECTOR,9.92,12.07,96,78.416,1985,F,GBR,Y,N
LOWESTOFT,WEST MERSEA,CK157,JESSICA M,A24605,24346,NON-SECTOR,9.92,8,88,79.776,1988,S,GBR,N,N
LOWESTOFT,TOLLESBURY,CK926,MY WAY,C16327,21090,NON-SECTOR,9.92,10.59,96,84.963,1998,S,GBR,N,N
LOWESTOFT,HARWICH,HH118,YVONNE ANNE,A17919,20744,NON-SECTOR,9.93,15.7,157,109.973,1988,F,GBR,Y,N
LOWESTOFT,LEIGH-ON-SEA,LO92,BOY MICHAEL,C18652,24645,NON-SECTOR,9.95,10.68,118,99.268,2005,S,GBR,Y,N
LOWESTOFT,WEST MERSEA,CK904,LIBERTY,C18611,30277,NON-SECTOR,9.95,9.43,94.74,81.836,1985,F,GBR,N,N
LOWESTOFT,CROMER,YH3,RICHARD WILLIAM,C19858,30944,NON-SECTOR,9.95,5.24,198.6,125.489,2011,F,GBR,Y,N
LOWESTOFT,SOUTHWOLD,LT974,LAURA K,C18963,24698,NON-SECTOR,9.95,11.23,120,102.854,2007,F,GBR,Y,N
LOWESTOFT,LEIGH-ON-SEA,LO574,ABBIE LOU,C18644,25893,NON-SECTOR,9.95,10.88,147,112.119,2005,S,GBR,Y,N
LOWESTOFT,WALTON-ON-NAZE,HH661,SEA FOX,C17736,22870,NON-SECTOR,9.96,10.42,134,108.706,2002,F,GBR,Y,N
LOWESTOFT,HARWICH,HL81,JESSIE ALICE,A18001,24556,NON-SECTOR,9.97,8.15,111,89.73,1988,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,H1103,PAUL PATRICK,C17518,24342,NON-SECTOR,9.98,9.7,123,100.859,2001,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,RX6,WAYWARD LAD,A22163,24389,NON-SECTOR,9.98,12.95,74,75.216,1982,F,GBR,N,N
LOWESTOFT,LOWESTOFT,LT15,ORION,B10870,24048,NON-SECTOR,9.98,14.28,89,82.465,1989,F,GBR,N,N
LOWESTOFT,WEST MERSEA,MN1,BOY MICHAEL II,C18722,24655,NON-SECTOR,9.98,12.92,134,107.206,2006,S,GBR,N,N
LOWESTOFT,FELIXSTOWE,BD179,SALLIANN,A14368,60110,NON-SECTOR,9.99,7.4,111,87.113,1977,S,GBR,N,N
LOWESTOFT,LOWESTOFT,F111,CHARLIE BOY,A16654,24350,NON-SECTOR,9.99,12.84,109,94.505,1988,F,GBR,Y,N
LOWESTOFT,WEST MERSEA,CK5,VALKYRIE II,B10552,24286,NON-SECTOR,9.99,9.95,89,79.81,1989,S,GBR,Y,N
LOWESTOFT,WELLS,LT104,GABRIELLA,B11445,22710,NON-SECTOR,9.99,4.32,236,140.166,1990,F,GBR,Y,N
LOWESTOFT,GREAT YARMOUTH,R470,RELENTLESS,B12622,23163,NON-SECTOR,9.99,11.95,368,215.85,1992,F,GBR,Y,N
LOWESTOFT,WIVENHOE,LT1042,GEORGIE GIRL,C18714,24174,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,9.99,11.14,112,92.658,2005,S,GBR,N,N
MALLAIG,MALLAIG,OB457,LILY,A21790,21574,NON-SECTOR,5.03,1.21,5,12.511,1974,W,,Y,N
MALLAIG,ARISAIG,CY797,SEONAG,C17120,30174,NON-SECTOR,5.17,0.81,11,16.841,,F,,Y,N
MALLAIG,MALLAIG,TT1,DOLPHIN,C20159,31529,NON-SECTOR,5.8,1.51,37,28.656,1989,F,GBR,N,N
MALLAIG,MALLAIG,SY197,VALIANT,A13501,30877,NON-SECTOR,5.8,1.45,45,32.024,1988,F,GBR,Y,N
MALLAIG,MALLAIG,OB1024,TOMALI,C19618,33640,NON-SECTOR,5.8,1.62,22,25.27,1996,A,GBR,Y,N
MALLAIG,MALLAIG,OB330,QUIET WATERS,C18624,23653,NON-SECTOR,6.05,1.51,32,29.465,,F,GBE,Y,N
MALLAIG,ARISAIG,CY67,FRAOCH GEAL,C17631,21479,NON-SECTOR,6.2,1.61,15,21.816,1930,W,GBR,Y,N
MALLAIG,MALLAIG,OB156,BERLEWEN,A23521,25978,NON-SECTOR,6.5,1.39,27.97,28.447,1987,F,GBR,Y,N
MALLAIG,MALLAIG,BRD279,JACQUELINE,B10297,31004,NON-SECTOR,6.5,1.74,32,31.105,1988,F,,Y,N
MALLAIG,MALLAIG,KY16,MAGGIE MAE,C19270,20357,NON-SECTOR,6.74,0.97,22,27.289,1966,W,GBR,Y,N
MALLAIG,MALLAIG,OB7,MARSYLV,B11429,31369,NON-SECTOR,7.02,1.61,60,45.252,1990,F,GBR,Y,N
MALLAIG,MALLAIG,CY90,HAPPY RETURN,A11273,23839,NON-SECTOR,7.08,2.56,22.5,30.232,1973,F,GBR,Y,N
MALLAIG,MALLAIG,CN200,HARVESTER,A11156,33122,NON-SECTOR,7.38,3.07,33,32.783,1974,W,GBR,Y,N
MALLAIG,ARDNAMURCHAN,OB546,JUDY JANE,B13379,31153,NON-SECTOR,7.4,3.9,28,33.69,1981,F,GBR,N,N
MALLAIG,MALLAIG,K326,SARA JANE,A11979,30971,NON-SECTOR,7.53,3.51,60,48.46,1977,F,GBR,Y,N
MALLAIG,MALLAIG,BRD200,SANGSARA,A11010,33091,NON-SECTOR,8.08,6.86,53,47.201,1978,F,GBR,Y,N
MALLAIG,MALLAIG,OB287,CATCH 22,B13487,33900,NON-SECTOR,8.1,5.85,45,44.55,1992,F,GBR,Y,N
MALLAIG,ARISAIG,CY45,HEATHER BELLE,B11888,31093,NON-SECTOR,8.2,5.22,66,54.71,1990,F,GBR,Y,N
MALLAIG,MALLAIG,OB12,JOLA,C19799,22510,NON-SECTOR,8.5,3.04,134,85.8,2010,F,GBR,Y,N
MALLAIG,MALLAIG,CY64,GRIMSAY ISLE,A11256,33148,NON-SECTOR,8.67,7.35,33,46.149,1973,W,GBR,Y,N
MALLAIG,LOWESTOFT,OB295,SILVER RAY,A24437,20986,NON-SECTOR,9.1,3.57,85.79,67.726,1979,F,GBR,N,N
MALLAIG,MALLAIG,WK72,GUNNHILDA,A13838,30250,NON-SECTOR,9.3,8.17,95,74.835,1967,W,GBR,Y,N
MALLAIG,MALLAIG,TT276,PRIDE N JOY,C18975,31489,NON-SECTOR,9.95,4.25,201.42,126.459,2007,F,GBR,Y,N
MALLAIG,UNSPECIFIED SCOTTISH PORT,OB70,SONAS,C16890,30961,SCOTTISH FISHERMENS ORGANISATION,9.96,9.85,115.5,95.002,1999,S,GBR,N,N
MALLAIG,MALLAIG,OB26,CREACHAN MHOR,B10919,31599,NON-SECTOR,9.98,12.53,89,84.461,1989,S,GBR,N,N
MALLAIG,MALLAIG,OB1045,PROTERA,C16758,24592,NON-SECTOR,10,11.07,126.82,99.069,1999,S,GBR,N,N
MILFORD HAVEN,HOLYHEAD,BS4,VENTURE,B10899,22572,NON-SECTOR,3.67,0.26,2,6.111,1963,W,UNK,N,N
MILFORD HAVEN,AMLWCH,CO817,FISHY BUSINESS II,C19100,21918,NON-SECTOR,3.7,0.37,11.19,11.103,2006,F,,N,N
MILFORD HAVEN,ABERDARAN,CO257,WENDON,A15924,20320,NON-SECTOR,3.75,0.36,3,6.825,,W,UNK,Y,N
MILFORD HAVEN,MILFORD HAVEN,M328,WRIGGLER,A19304,21046,NON-SECTOR,3.79,0.43,14,12.591,1979,F,NOR,Y,N
MILFORD HAVEN,MILFORD HAVEN,M291,SWAN,A19282,21043,NON-SECTOR,3.85,0.42,14,11.806,1977,F,NOR,Y,N
MILFORD HAVEN,MILFORD HAVEN,M1085,DRIFTER I,C16802,23428,NON-SECTOR,3.9,0.26,18.65,15.53,1998,F,GBR,N,N
MILFORD HAVEN,ABERYSTWYTH,AB204,THETIS,C17217,24394,NON-SECTOR,4,0.25,5.7,9.365,,,,N,N
MILFORD HAVEN,MILFORD HAVEN,M109,SPRINGER,A19180,21027,NON-SECTOR,4,0.48,11,11.35,1984,F,NOR,Y,N
MILFORD HAVEN,PWLLHELI,CO118,AMSER,C16646,22444,NON-SECTOR,4.07,0.43,4,8.271,1999,F,GBR,Y,N
MILFORD HAVEN,ABERDARAN,CO282,LUN,A15933,20323,NON-SECTOR,4.15,0.53,3,8.405,1974,W,GBR,N,N
MILFORD HAVEN,THREE RIVERS AREA,SA384,SWN-Y-MOR,C18866,30622,NON-SECTOR,4.2,0.58,33.57,22.33,,F,,N,N
MILFORD HAVEN,BURRY PORT,LA588,JUMBO I,C17078,21853,NON-SECTOR,4.21,0.64,37.3,24.068,,F,GBR,N,N
MILFORD HAVEN,LLANELLI,LA38,ABBIE SHANAY,C16036,26113,NON-SECTOR,4.22,0.62,51.5,30.729,,F,GBR,N,N
MILFORD HAVEN,LLANELLI,LA591,EMMA LOUISE,C17174,24338,NON-SECTOR,4.27,0.71,36.8,24.246,,F,GBR,N,N
MILFORD HAVEN,PWLLHELI,CO186,EWYN,B12645,23175,NON-SECTOR,4.27,0.65,7,10.409,1983,F,UNK,Y,N
MILFORD HAVEN,LLANELLI,LA606,REBEL,C18268,22889,NON-SECTOR,4.32,0.44,22.38,17.242,1990,F,GBR,N,N
MILFORD HAVEN,CARDIGAN,CA306,AQUARIUS,A19982,21149,NON-SECTOR,4.36,0.91,4.48,10.256,1976,W,GBR,N,N
MILFORD HAVEN,HOLYHEAD,BS242,TALLY-HO,B12537,23128,NON-SECTOR,4.4,0.51,1,6.61,1990,F,GBR,Y,N
MILFORD HAVEN,HOLYHEAD,BS171,ST.GWENFAEN,C17634,23022,NON-SECTOR,4.4,0.54,5.9,9.695,1980,F,,Y,N
MILFORD HAVEN,MILFORD HAVEN,SA154,BUNG II,C19495,23625,NON-SECTOR,4.42,0.55,7.4,11.64,2004,F,GBR,Y,N
MILFORD HAVEN,SWANSEA,M627,STUPID,C20212,31402,NON-SECTOR,4.5,0.59,37.3,26.01,1999,,GBR,Y,N
MILFORD HAVEN,CARDIGAN,CA44,CALIOPE,C17777,21581,NON-SECTOR,4.5,0.64,9.6,12.465,1980,F,,N,N
MILFORD HAVEN,PWLLHELI,CO592,HYDROMYS,B14758,24390,NON-SECTOR,4.5,0.84,22.38,18.171,,F,GBR,Y,N
MILFORD HAVEN,FISHGUARD,CA187,MOANER,B13235,23419,NON-SECTOR,4.5,0.46,6,9.9,1980,F,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,LA51,POACHER,C19720,25230,NON-SECTOR,4.52,0.73,29.8,21.365,2000,U,,N,N
MILFORD HAVEN,HOLYHEAD,BS16,CALAMARI,C19694,24991,NON-SECTOR,4.56,0.54,11,13.432,1987,F,GBR,N,N
MILFORD HAVEN,BURRY PORT,LA575,SAMMY I,C16294,25693,NON-SECTOR,4.56,0.64,37.3,24.674,,F,GBR,N,N
MILFORD HAVEN,SOLVA,M1181,FREE N ARF,C19189,24447,NON-SECTOR,4.56,0.62,14.7,14.686,2007,O,FIN,Y,N
MILFORD HAVEN,BEAUMARIS,BS448,CORVINA,C16483,23655,NON-SECTOR,4.58,0.35,11.19,12.363,,F,GBR,N,N
MILFORD HAVEN,PORTHGAIN,M12,ODIN,C19506,23467,NON-SECTOR,4.59,0.8,11,15.002,,,,Y,N
MILFORD HAVEN,MILFORD HAVEN,M451,LADY LAURA,C19578,21057,NON-SECTOR,4.6,0.69,5.96,11.56,2006,F,,N,N
MILFORD HAVEN,SOLVA,M1117,REDEMPTION,C17643,30054,NON-SECTOR,4.6,0.57,4,9.712,1986,F,,N,N
MILFORD HAVEN,LLANELLI,LA580,LADY ELIZABETH,C16359,33774,NON-SECTOR,4.62,0.54,29.84,21.652,1998,F,GBR,N,N
MILFORD HAVEN,SWANSEA,SA22,KITTIWAKE,C19681,23742,NON-SECTOR,4.62,0.67,22.38,18.387,2002,F,FIN,N,N
MILFORD HAVEN,ST DAVIDS,M10,KIMBERLY JAYNE,C19773,25129,NON-SECTOR,4.63,0.77,18.4,18.188,2008,A,GBR,Y,N
MILFORD HAVEN,LLANELLI,LA644,APOLLO,C20193,30474,NON-SECTOR,4.64,0.78,36.8,24.912,2004,F,GBR,N,N
MILFORD HAVEN,RHYL,BS119,NEV NEV,C19544,31305,NON-SECTOR,4.64,0.71,14.92,15.066,2002,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M962,GRIFFO,C19785,26032,NON-SECTOR,4.65,0.79,36.8,26.325,2010,A,GBR,Y,N
MILFORD HAVEN,LLANELLI,LA579,JEAN,C16355,24568,NON-SECTOR,4.65,0.62,37,25.671,1992,F,GBR,N,N
MILFORD HAVEN,CONWY,CO2,EMMA JADE,C17941,33399,NON-SECTOR,4.69,0.6,9,11.695,1984,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M1090,MAMOUNA,C16817,30006,NON-SECTOR,4.72,0.56,37.3,25.423,1982,F,GBR,N,N
MILFORD HAVEN,BURRY PORT,LA15,EMMA DEE,B14163,26090,NON-SECTOR,4.76,0.99,29.84,23.186,1992,F,GBR,N,N
MILFORD HAVEN,CARDIFF,CF319,BLUE BOY,C17213,23140,NON-SECTOR,4.8,0.69,10.44,12.234,1990,F,GBR,N,N
MILFORD HAVEN,HOLYHEAD,CO359,PAN ARCTIC,B13350,22807,NON-SECTOR,4.8,0.69,7,11.31,1986,F,GBR,Y,N
MILFORD HAVEN,THREE RIVERS AREA,LA44,DANNY BOY,B11761,20310,NON-SECTOR,4.8,0.72,2.98,10.269,,F,GBR,Y,N
MILFORD HAVEN,SWANSEA,AB11,OUR BRIA LEA,C20481,25835,NON-SECTOR,4.82,0.61,5.9,11.476,2004,F,GBR,N,N
MILFORD HAVEN,BURRY PORT,LA593,ETHANS WAY,C17241,24694,NON-SECTOR,4.82,1,45,29.601,,F,,N,N
MILFORD HAVEN,BURRY PORT,SA389,POPSO,C19197,22301,NON-SECTOR,4.84,1.05,37.3,26.659,1993,F,GBR,N,N
MILFORD HAVEN,LLANELLI,CO798,CELT,C17303,23602,NON-SECTOR,4.85,0.76,11.19,14.25,1980,F,GBR,Y,N
MILFORD HAVEN,CONNAHS QUAY,M44,STUMPY,C19748,22658,NON-SECTOR,4.85,0.68,11,12.952,1996,F,GBR,N,N
MILFORD HAVEN,HOLYHEAD,CO797,MARI WYN,C17167,23514,NON-SECTOR,4.85,0.68,11.19,13.377,,,,Y,N
MILFORD HAVEN,PWLLHELI,CO791,CWIN MERI,C16316,21077,NON-SECTOR,4.85,1.16,37.3,26.485,,F,UNK,Y,N
MILFORD HAVEN,MILFORD HAVEN,M19,SUPERBITCH 2,C20390,25823,NON-SECTOR,4.85,1.1,52,32.615,2012,F,GBR,Y,N
MILFORD HAVEN,MOSTYN,BS517,LISA GEM,C18946,21320,NON-SECTOR,4.86,0.67,4.5,10.19,,F,,N,N
MILFORD HAVEN,HOLYHEAD,BS24,PETREL,C19160,33218,NON-SECTOR,4.86,0.8,5,11.581,1987,F,GBR,Y,N
MILFORD HAVEN,BANGOR,BS494,KEIRAN TREFOR,C18582,23684,NON-SECTOR,4.87,0.64,22,18.082,1995,F,GBR,N,N
MILFORD HAVEN,SOLVA,M567,DEEP BLUE III,C19168,24785,NON-SECTOR,4.87,0.75,11,14.008,2007,F,GBR,Y,N
MILFORD HAVEN,MOSTYN,CO734,KARMA BAY,C18263,23415,NON-SECTOR,4.87,0.99,7.3,13.366,,,,Y,N
MILFORD HAVEN,PWLLHELI,CO77,CEINWEN,C20310,23297,NON-SECTOR,4.87,0.98,22,18.666,1982,F,GBR,Y,N
MILFORD HAVEN,SWANSEA,SA17,SULA,C18606,23130,NON-SECTOR,4.87,0.67,7.6,11.553,1985,F,GBR,N,N
MILFORD HAVEN,PWLLHELI,CO807,ANASTASIA II,C18518,23091,NON-SECTOR,4.88,0.77,30,21.894,1988,F,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,BS63,PRINCESS ROYAL,A22959,21908,NON-SECTOR,4.88,0.87,2.98,10.271,,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M264,TEAL,A19264,21039,NON-SECTOR,4.88,0.53,7,11.739,1978,F,GBR,Y,N
MILFORD HAVEN,FISHGUARD,M1060,MAGGIE G,C16212,22479,NON-SECTOR,4.88,0.53,15,16.559,1981,F,GBR,Y,N
MILFORD HAVEN,THREE RIVERS AREA,LA11,CABIN BOY,C17265,23496,NON-SECTOR,4.9,0.85,44.1,29.204,,F,,N,N
MILFORD HAVEN,LLANELLI,M20,SAILFISH II,C17357,26112,NON-SECTOR,4.9,0.91,55,34.55,1994,F,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,M105,PERSEUS,C19124,33620,NON-SECTOR,4.9,0.68,10.9,13.137,1997,F,GBR,Y,N
MILFORD HAVEN,SWANSEA,SA374,LAURA,C17913,24769,NON-SECTOR,4.9,0.98,36.8,26.36,1989,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M31,KINGFISHER,C19871,22732,NON-SECTOR,4.9,0.6,11.19,14.248,1980,F,GBR,N,N
MILFORD HAVEN,MOSTYN,CO60,CREST,C17956,20747,NON-SECTOR,4.9,0.58,14,15.61,1990,F,GBR,N,N
MILFORD HAVEN,SOLVA,M1075,CLYDE,C16554,33935,NON-SECTOR,4.92,0.65,5.97,10.952,1989,F,GBW,Y,N
MILFORD HAVEN,RHYL,BS303,THREE LASSES,A13010,33368,NON-SECTOR,4.93,0.8,18,17.171,1987,F,GBR,Y,N
MILFORD HAVEN,BURRY PORT,LA46,ALL JS,C19718,23797,NON-SECTOR,4.93,1.03,44.8,29.724,2009,U,GBE,N,N
MILFORD HAVEN,MOSTYN,CO538,KATIE LOU,C18832,24378,NON-SECTOR,4.94,0.82,30,22.639,1990,F,GBR,N,N
MILFORD HAVEN,CONNAHS QUAY,CO63,Y PRIS,C19235,30996,NON-SECTOR,4.94,1,33.57,24.246,1999,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,CA125,LOWRI,C20220,21765,NON-SECTOR,4.98,0.7,11.19,13.8,1975,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M593,PRIME TIME,C19711,23353,NON-SECTOR,4.99,1.2,56,35.13,2002,F,GBR,Y,N
MILFORD HAVEN,CONWY,BS430,LAST ORDERS,B14137,22789,NON-SECTOR,5,0.73,22,19.15,1994,F,GBR,N,N
MILFORD HAVEN,HOLYHEAD,CO121,LYN,A15879,20308,NON-SECTOR,5,0.65,5,12,1975,F,GBR,Y,N
MILFORD HAVEN,LLANELLI,LA608,THREE NIECES II,C18294,24288,NON-SECTOR,5,1.1,59.68,36.856,2004,F,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,M639,ROCKY BOTTOM,C20439,25868,NON-SECTOR,5,1.31,37,26.65,1992,F,GBR,N,N
MILFORD HAVEN,ABERDARAN,CO532,GLADYS B,A16030,20340,NON-SECTOR,5,0.64,52,33.15,1985,F,GBR,Y,N
MILFORD HAVEN,MILFORD HAVEN,M141,BLUE SUE,B13951,31761,NON-SECTOR,5,0.88,19,18.05,1992,F,GBR,Y,N
MILFORD HAVEN,BURRY PORT,LA4,ONTARIO,C20454,25839,NON-SECTOR,5,0.86,52.22,33.499,2009,F,GBR,N,N
MILFORD HAVEN,TENBY,M1131,GAYLE FORCE,C17753,22647,NON-SECTOR,5,1.07,44.74,30.133,1997,F,GBR,N,N
MILFORD HAVEN,LLANELLI,LA441,WILZY LOU,C19085,25523,NON-SECTOR,5,0.59,18.6,16.87,1980,F,GBR,N,N
MILFORD HAVEN,NEW QUAY,CA2,SHARON ANNE,C17046,21315,NON-SECTOR,5,0.91,18.65,17.642,,F,GBR,Y,N
MILFORD HAVEN,SWANSEA,SA386,LUCIE ROSE,C18952,20197,NON-SECTOR,5.02,0.8,5.97,11.22,1985,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M1016,SHELTIE TWO,B12933,23298,NON-SECTOR,5.02,1.08,44.76,30.333,1987,F,UNK,Y,N
MILFORD HAVEN,BURRY PORT,LA5,SHADWELL,C19959,25421,NON-SECTOR,5.04,1.05,55.2,34.063,1998,F,GBR,N,N
MILFORD HAVEN,LLANELLI,LA59,SEA SHANTY,B13746,23591,NON-SECTOR,5.05,0.83,41,27.54,1990,F,GBW,N,N
MILFORD HAVEN,CEMAES BAY,BS427,J B,B13749,23592,NON-SECTOR,5.05,0.84,19,17.64,1992,F,GBW,N,N
MILFORD HAVEN,LLANELLI,LA281,EMMA R,B14367,21050,NON-SECTOR,5.05,0.8,55.9,35.003,1982,F,GBR,N,N
MILFORD HAVEN,CARDIGAN,CA389,LUSTY LISA,C20176,23945,NON-SECTOR,5.06,1.02,26.11,20.858,1982,F,GBR,Y,N
MILFORD HAVEN,CONNAHS QUAY,BS519,ENDEAVOUR,C18679,23289,NON-SECTOR,5.06,0.6,5.9,11.004,1972,F,GBR,N,N
MILFORD HAVEN,BURRY PORT,LA619,PREDITOR,C18720,20792,NON-SECTOR,5.06,0.92,41.03,28.735,,F,GBR,N,N
MILFORD HAVEN,CONNAHS QUAY,M14,FIREFLY,B13186,23400,NON-SECTOR,5.08,0.69,26,22.114,1986,F,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M391,SALOME,C16177,23820,NON-SECTOR,5.09,1.81,7,17.962,1986,F,GBR,Y,N
MILFORD HAVEN,CARDIFF,M1134,WAVE DANCER,C19528,24829,NON-SECTOR,5.09,1.17,56,35.634,2004,F,GBR,N,N
MILFORD HAVEN,THREE RIVERS AREA,M1172,LEIA B,C18992,22808,NON-SECTOR,5.1,1.03,37,27.666,1994,F,GBR,N,N
MILFORD HAVEN,LLANELLI,LA22,QUO VADIS,B14612,26085,NON-SECTOR,5.1,0.81,55.2,34.785,1982,F,UNK,N,N
MILFORD HAVEN,SWANSEA,LA572,ODIN,B14996,22043,NON-SECTOR,5.1,0.7,36.8,25.995,,F,UNK,N,N
MILFORD HAVEN,BURRY PORT,M16,JUBILEE,C17336,22031,NON-SECTOR,5.1,0.91,36.8,25.74,1985,F,GBR,N,N
