Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Shellfish  licence (Y/N),Scallop licence (Y/N)
GRIMSBY,GRIMSBY,H119,FALCON,A12111,44352,CORNISH FPO LTD,25.9,213,511,420.315,1985,S,GBR,N,N
GRIMSBY,GRIMSBY,H216,CASTLEWOOD,A11809,40173,NORTHERN IRELAND FPO LTD,25.91,195,511,417.797,1978,S,GBR,N,N
GRIMSBY,GRIMSBY,H292,COURAGEOUS III,A11820,44336,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,25.94,177,462,398.559,1980,S,DNK,N,N
GRIMSBY,GRIMSBY,H332,ATTAIN II,A13338,44555,CORNISH FPO LTD,26,172,616,464.4,1979,U,GBR,N,N
GRIMSBY,GRIMSBY,H360,GUIDING STAR,C20432,12460,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,26.01,261,480,418.878,2013,S,GBR,N,N
GRIMSBY,GRIMSBY,H347,OCEAN DAWN,A13191,44511,NORTHERN IRELAND FPO LTD,26.5,224,619,473.325,1987,S,GBR,N,N
GRIMSBY,HULL,H135,FARNELLA,C16926,11820,THE FPO LTD,40.2,667,1880,1268.1,2000,S,GBR,N,N
GRIMSBY,HULL,H176,ARCTIC WARRIOR,C16458,10590,THE FPO LTD,55.5,1621,2400,1801.5,1987,S,NOR,N,N
GRIMSBY,GRIMSBY,H110,NORMA MARY,C19717,12205,THE FPO LTD,73.4,2342,3280,2430.2,1989,S,FRO,N,N
GRIMSBY,IJMUIDEN,H171,CORNELIS VROLIJK FZN,C19669,11957,NORTH ATLANTIC FISH PRODUCERS ORGANISATION LTD,113.97,5579,7117,5140.14,1988,S,NLD,N,N
HASTINGS,FOLKESTONE,FE75,ROWENA,B10502,11291,NON-SECTOR,10.64,11.68,94,87.094,1989,F,GBR,Y,N
HASTINGS,QUEENBOROUGH,LO13,TWO SUNS,A18598,12251,SOUTH WESTERN FPO LTD,10.64,7.76,75,66.202,1985,S,,N,Y
HASTINGS,HASTINGS,R6,SIENNA,C20302,12445,NORTH SEA FISHERMENS ORGANISATION LTD,10.9,12.08,220,153.5,2011,F,GBR,N,N
HASTINGS,DOVER,FE50,ROYAL CHARLOTTE,A16799,10443,NON-SECTOR,11.24,10.63,65,76.121,1976,W,GBR,N,N
HASTINGS,HASTINGS,FE76,DALRIADA,A13610,44587,NON-SECTOR,11.28,8.94,63,74.711,1974,W,UNK,Y,N
HASTINGS,HASTINGS,SM75,JANE ELIZABETH,B11814,11396,SOUTH WESTERN FPO LTD,11.47,23.01,180,140.873,1990,S,GBR,N,Y
HASTINGS,SHEERNESS,R501,INGA NESS III,C20419,12383,NON-SECTOR,11.78,22.09,350,218.403,2004,F,GBR,Y,N
HASTINGS,EASTBOURNE,NN748,BEACHY HEAD,C18724,11965,NON-SECTOR,11.83,16.29,189,146.566,2006,F,GBR,Y,N
HASTINGS,RYE,RX30,AKELA,A22174,10987,NON-SECTOR,12.19,22.93,134,112.229,1966,W,GBR,N,Y
HASTINGS,HASTINGS,CK304,LAUREN ANNE,B14489,12439,SOUTH WESTERN FPO LTD,13.33,26.61,221,168.899,1995,S,GBR,N,Y
HASTINGS,HASTINGS,NN712,SARAH LENA,C19121,11344,THE FPO LTD,13.64,28.85,219,169.205,2007,S,GBR,N,Y
HASTINGS,SHOREHAM,SM688,JENNAH D,B14574,11911,SOUTH WESTERN FPO LTD,13.9,27.23,252,187.07,1995,S,GBR,N,Y
HASTINGS,QUEENBOROUGH,LN88,CAROLE ANNE,B10622,11301,NON-SECTOR,13.91,26.02,179,147.318,1988,S,GBR,Y,Y
HASTINGS,NEWHAVEN,NN729,WILLIAM MARY,C17871,11985,THE FPO LTD,13.95,30.09,219,171.09,2003,S,GBR,N,Y
HASTINGS,WHITSTABLE,F165,CARDIUM II,B13833,40027,NON-SECTOR,13.95,23.28,112,117.36,1993,S,GBR,N,Y
HASTINGS,WHITSTABLE,F52,OLY-RAY,C17620,11728,NON-SECTOR,13.95,18.76,69.37,98.177,2002,S,,N,N
HASTINGS,NEWHAVEN,NN444,SAJENN,B14199,11653,THE FPO LTD,13.99,38.44,174,145.872,1995,S,GBR,N,Y
HASTINGS,WHITSTABLE,BM116,OUR SARAH JAYNE,A14831,44575,NON-SECTOR,14.02,28.24,143,132.768,1973,W,GBR,N,Y
HASTINGS,FOLKESTONE,FE385,CHARLES EDWARD,C20298,41591,SOUTH WESTERN FPO LTD,14.95,23.4,180,NULL,,S,,N,Y
HASTINGS,WHITSTABLE,BM114,SEIONT A,B10016,12238,NON-SECTOR,16.99,38,145,151.899,1968,S,NLD,N,Y
HASTINGS,EASTBOURNE,DH148,ROYAL SOVEREIGN,A16300,10371,NON-SECTOR,17.03,53,183.82,175.533,1984,W,GBR,Y,N
HASTINGS,SHOREHAM,BM30,SARA LENA,B11603,11420,SOUTH WESTERN FPO LTD,18.21,82,220,217.365,1990,S,NLD,N,Y
HASTINGS,SHOREHAM,BM27,OUR MIRANDA,A14760,11924,SOUTH WESTERN FPO LTD,25.28,155,578,432.004,1982,S,NLD,N,Y
KINLOCHBERVIE,KINLOCHBERVIE,UL24,LOUANDRIC,A16621,11133,NON-SECTOR,11.98,11.25,100,91.482,1973,W,GBR,Y,N
KINLOCHBERVIE,KINLOCHBERVIE,BCK29,SPARKLING STAR IV,C17307,41509,SCOTTISH FISHERMENS ORGANISATION,17.6,130,435,309.27,2001,S,RUS,N,N
KINLOCHBERVIE,KINLOCHBERVIE,UL44,LOCH INCHARD II,A13670,44596,SCOTTISH FISHERMENS ORGANISATION,18.32,97,262,234.049,1985,W,GBR,N,N
KINLOCHBERVIE,KINLOCHBERVIE,INS179,APOLLO,C17362,40967,NORTHERN IRELAND FPO LTD,23.95,246,735,522.59,2001,S,DNK,N,N
KIRKWALL,STROMNESS,BRD84,SILVER WAVE,A10953,40483,NON-SECTOR,10.04,10.17,69,69.704,1986,W,GBR,Y,N
KIRKWALL,STRONSAY,K118,HOPEFUL,A11927,40186,NON-SECTOR,10.21,10.78,71,72.075,1959,W,GBR,Y,N
KIRKWALL,TINGWALL,K14,INVADER,B11322,40440,NON-SECTOR,10.4,6.35,239,143.95,1989,F,GBR,Y,N
KIRKWALL,SANDAY,K111,LOCH ROAG,A11923,40185,NON-SECTOR,10.42,10.94,89,83.918,1970,W,GBR,Y,N
KIRKWALL,STROMNESS,K905,THREE BOYS,A12063,40352,NON-SECTOR,10.47,7.48,94,80.934,1966,W,GBR,Y,N
KIRKWALL,KIRKWALL,WK5,DRIFT FISHER 11,A13788,40348,NON-SECTOR,10.5,13.93,88,89.475,1988,W,GBR,Y,Y
KIRKWALL,SOUTH RONALDSAY,K140,SHIP SHAPE,B11963,10865,NON-SECTOR,10.5,4.96,220,134.7,1990,F,GBR,Y,N
KIRKWALL,KIRKWALL,K390,MICHAEL J,A11997,40192,NON-SECTOR,10.84,13.33,90,86.028,1957,W,GBS,Y,N
KIRKWALL,KIRKWALL,K504,ILAGLYN,A12030,40197,NON-SECTOR,10.9,14.57,89,80.925,1978,W,GBR,Y,N
KIRKWALL,TINGWALL,SY305,AMETHYST,A13544,40323,ORKNEY FPO LTD,10.97,12.08,83,83.753,1980,F,GBR,Y,N
KIRKWALL,TINGWALL,K420,ALISON MARIE,C16903,44490,NON-SECTOR,11.14,11.17,116.38,96.708,1999,F,GBR,Y,Y
KIRKWALL,KIRKWALL,K239,HILDONA,A11963,40189,NON-SECTOR,11.22,13.71,65.85,72.381,1971,F,GBR,Y,N
KIRKWALL,LLANELLI,K574,VENUS II,C16142,12519,NON-SECTOR,11.25,12.1,134.28,107.451,1979,F,GBR,Y,Y
KIRKWALL,STRONSAY,K1124,STRONSAY LAD,A18008,41698,THE FIFE FPO LTD,11.27,21.72,161,120.46,1988,S,,N,N
KIRKWALL,CEMAES BAY,K44,GIRL KILDA,A15054,40524,NON-SECTOR,11.28,8.44,95,88.772,1983,S,GBR,N,N
KIRKWALL,STROMNESS,K69,MERLIN 11,A11892,40180,NON-SECTOR,11.34,11.61,87,80.654,1969,W,GBR,Y,N
KIRKWALL,KIRKWALL,K100,REVELRY,C20326,11365,NON-SECTOR,11.39,15.8,84,89.511,2013,F,GBR,Y,Y
KIRKWALL,FRASERBURGH,FR925,PATSY B,C16896,40973,NON-SECTOR,11.41,9.61,86.9,86.799,1984,S,GBR,Y,Y
KIRKWALL,KIRKWALL,K337,DEFIANT,A15397,11535,NON-SECTOR,11.5,16.66,94,89.105,1980,F,GBR,Y,Y
KIRKWALL,BERNERA (LEWIS),K436,KINGFISHER,B12336,44746,NON-SECTOR,11.66,17.58,85,92.119,1991,W,GBR,Y,N
KIRKWALL,KIRKWALL,K166,FAIR MORN,B10391,40924,NON-SECTOR,11.78,18.89,159,119.612,1979,S,GBR,N,N
KIRKWALL,KIRKWALL,K28,MURRAY V,C16228,41069,NON-SECTOR,11.78,12.93,115,111.239,1997,F,GBR,Y,N
KIRKWALL,KIRKWALL,K91,CALON MOR,A20525,11706,NON-SECTOR,11.8,11.64,134.2,112.31,1983,W,GBR,Y,N
KIRKWALL,KIRKWALL,K1138,QUELINE,C18562,40438,NON-SECTOR,11.9,20.01,134,121.942,1983,F,GBR,Y,Y
KIRKWALL,KIRKWALL,K49,SHALIMAR,A21861,10958,NON-SECTOR,11.95,19.51,94,95.477,1979,W,GBR,Y,N
KIRKWALL,KIRKWALL,K616,ILLUSTRIOUS,A13755,44406,NON-SECTOR,12.07,18.77,35.81,70.55,1956,W,GBR,N,Y
KIRKWALL,KIRKWALL,K591,REVENGE,A16960,10789,ORKNEY FPO LTD,12.2,26.06,80,89.558,1976,W,GBR,N,Y
KIRKWALL,SOUTH RONALDSAY,K85,HECTORIA,A11905,40182,NON-SECTOR,12.35,18.99,89,99.577,1972,W,GBR,Y,N
KIRKWALL,KIRKWALL,K94,SAMANTHA JANE,C18924,11517,NON-SECTOR,12.6,19.62,500,268.344,2006,F,GBR,Y,N
KIRKWALL,KIRKWALL,K268,ANTARES,A13807,44610,NON-SECTOR,12.77,28.25,179,139.547,1987,S,GBR,N,Y
KIRKWALL,HOY,CY127,GUIDING LIGHT,A11297,40972,NON-SECTOR,12.78,25.56,224,163.166,1988,W,GBS,Y,Y
KIRKWALL,TINGWALL,K991,MAIRI BHEAG,A12892,40523,NON-SECTOR,13.2,16.91,138,114.9,1985,F,GBR,Y,N
KIRKWALL,WESTRAY,K157,SHAUNETTE,B12145,40442,NON-SECTOR,13.4,29.1,145,133.59,1991,F,GBR,Y,N
KIRKWALL,SANDAY,K112,NEW VENTURE,A20034,41604,NON-SECTOR,15.93,37,172,159.917,1982,W,GBR,Y,N
KIRKWALL,KIRKWALL,K62,L OGIEN,C19786,50252,THE FIFE FPO LTD,16.75,71,223.8,194.51,1979,S,FRA,N,N
KIRKWALL,STROMNESS,K76,CELTIC DAWN II,C18329,11597,NON-SECTOR,16.95,105,272,222.405,2004,S,GBR,Y,N
KIRKWALL,WESTRAY,K77,HEATHER K,C17976,41039,ORKNEY FPO LTD,16.95,132,286,240.57,2003,S,GBR,Y,N
KIRKWALL,KIRKWALL,K733,NORONYA,C19345,41140,NON-SECTOR,18.46,138,358,279.244,2008,F,GBR,Y,N
KIRKWALL,WESTRAY,K121,KEILA,B10542,40412,ORKNEY FPO LTD,27.36,279,674,522.18,1989,S,NOR,N,N
KIRKWALL,KIRKWALL,K193,RUSSA TAIGN,C16193,41679,SCOTTISH FISHERMENS ORGANISATION,27.41,354,663.27,532.005,1997,S,GBR,NULL,
KIRKWALL,KIRKWALL,K373,AALSKERE,B14974,40815,ORKNEY FPO LTD,33.89,532,673,597.693,1997,S,POL,N,N
LERWICK,KIRKWALL,LK38,JUNA,A12009,40488,NON-SECTOR,10.51,10.87,45,60.293,1970,W,GBR,Y,N
LERWICK,CENTRAL MAINLAND (SHETLAND),LK1,BRILLIANT,B11171,44715,NON-SECTOR,11,30.86,142,113.4,1990,F,GBR,Y,Y
LERWICK,WEST MAINLAND (SHETLAND),LK122,WESTERN VENTURE,B12674,44750,SHETLAND FPO LTD,11.15,20.88,187,135.44,1991,S,GBR,Y,Y
LERWICK,LERWICK,LK29,NORWASTERN,C20277,41672,NON-SECTOR,11.7,17.76,238,167.355,2012,F,GBR,N,N
LERWICK,LERWICK,LK241,ALERT III,C20534,41682,NON-SECTOR,11.85,14.17,397,235.648,2014,F,GBR,Y,N
LERWICK,SCALLOWAY AND ISLES,LK79,PLANET,A12499,44434,SHETLAND FPO LTD,11.98,19.08,94,95.97,1952,W,GBR,N,Y
LERWICK,LERWICK,LK101,RADIANCE,A13622,70947,SHETLAND FPO LTD,12.01,21.89,240,164.087,1968,W,GBR,N,Y
LERWICK,SNIZORT,LK502,ATLANTIA II,C16765,11279,SHETLAND FPO LTD,12.19,20.55,130.55,114.821,1999,W,GBR,N,N
LERWICK,WHALSAY AND SKERRIES,LK365,SONDRA,B11182,40696,NON-SECTOR,13.48,41.09,210,164.596,1989,S,GBR,N,Y
LERWICK,LERWICK,LK268,KESTREL,C17070,11826,SHETLAND FPO LTD,13.76,26.16,198,155.148,2000,S,GBR,N,Y
LERWICK,LERWICK,LK678,MAJESTIC,A16327,40901,NON-SECTOR,16,51,223,189.63,1977,W,GBR,Y,N
LERWICK,WHALSAY AND SKERRIES,LK52,RENOWN J W,B10113,70057,SHETLAND FPO LTD,16.14,57,260,208.514,1989,S,,N,Y
LERWICK,SCALLOWAY AND ISLES,LK325,COMRADES,A12623,44121,SHETLAND FPO LTD,16.3,41,179,165.31,1958,W,GBR,N,
LERWICK,LERWICK,LK687,VALHALLA,A13933,11992,SHETLAND FPO LTD,18.15,85,224,212.785,1985,W,GBR,N,N
LERWICK,WHALSAY AND SKERRIES,LK250,SHARYN LOUISE,A10558,40085,SHETLAND FPO LTD,18.8,111,298,260.248,1987,W,GBR,N,Y
LERWICK,LERWICK,LK985,COPIOUS,C18604,40209,SHETLAND FPO LTD,18.98,145,480,349.05,2006,S,GBR,N,N
LERWICK,LERWICK,LK986,PROLIFIC,C19237,41127,SHETLAND FPO LTD,19,166,480,349,2008,S,GBR,N,
LERWICK,SCALLOWAY AND ISLES,LK117,PREVAIL,A12506,40244,SHETLAND FPO LTD,22.46,147,373,326.867,1981,W,GBR,N,N
LERWICK,LERWICK,LK472,ARDENT,A12678,44465,SHETLAND FPO LTD,22.8,136,430,346.488,1981,S,SWE,N,N
LERWICK,LERWICK,LK801,DEVOTION,B13887,40925,SHETLAND FPO LTD,22.85,206,514,391.25,1993,W,GBS,N,Y
LERWICK,LERWICK,LK84,GUIDING LIGHT,A12503,44435,SHETLAND FPO LTD,23.02,168,500,388.672,1986,S,GBR,N,N
LERWICK,LERWICK,LK71,RADIANT STAR,C19118,41114,SHETLAND FPO LTD,23.07,219.84,480,383.258,2007,S,GBR,N,
LERWICK,WHALSAY AND SKERRIES,LK270,FAIRWAY II,B10189,40913,SHETLAND FPO LTD,23.24,173,600,433.61,1989,S,GBR,N,N
LERWICK,LERWICK,LK209,OPPORTUNE,B13825,44764,SHETLAND FPO LTD,23.6,176.04,420,355.38,1984,S,SWE,N,N
LERWICK,LERWICK,LK57,ALISON KAY,C17291,40952,SHETLAND FPO LTD,23.95,246,578,451.94,2001,S,DNK,N,N
LERWICK,LERWICK,LK195,RESILIENT,C16172,40824,SHETLAND FPO LTD,24.26,266,593,451.954,1997,S,GBS,N,N
LERWICK,LERWICK,LK207,OCEAN WAY,B14623,40999,SHETLAND FPO LTD,24.3,268,738,524.07,1996,S,GBR,N,Y
LERWICK,LERWICK,LK641,VENTURE,B12204,44742,SHETLAND FPO LTD,24.7,227,372,349.192,1991,S,GBR,N,N
LERWICK,WHALSAY AND SKERRIES,LK59,ARCTURUS,C16907,40912,SHETLAND FPO LTD,26,302,710,532.7,2000,S,GBR,N,N
LERWICK,WHALSAY AND SKERRIES,LK75,VENTUROUS,B10814,44704,SHETLAND FPO LTD,26.19,244,625,477.937,1989,S,GBR,N,N
LERWICK,YELL AND FETLAR,LK272,GUARDIAN ANGELL,B12872,40450,SHETLAND FPO LTD,26.56,257,578,459.3,1992,S,GBR,N,N
LERWICK,WHALSAY AND SKERRIES,LK371,DEFIANT,A12643,40250,SHETLAND FPO LTD,26.61,241,578,459.675,1987,S,GBR,N,N
LERWICK,LERWICK,LK63,TRANQUILITY,A12756,41284,SHETLAND FPO LTD,26.64,222,511,425.754,1986,S,GBR,N,N
LERWICK,SCALLOWAY AND ISLES,LK173,MIZPAH LK,A12478,40242,SHETLAND FPO LTD,26.88,254,577,461.25,1988,S,GBR,N,N
LERWICK,WHALSAY AND SKERRIES,LK145,ANTARCTIC II,C18113,41060,SHETLAND FPO LTD,61.9,1771,4320,2779.65,2004,S,NOR,N,N
LERWICK,WHALSAY AND SKERRIES,LK193,ADENIA,C18062,41056,SHETLAND FPO LTD,61.9,1776,4320,2779.65,2003,S,NOR,N,N
LERWICK,WHALSAY AND SKERRIES,LK362,CHARISMA,C18033,41041,SHETLAND FPO LTD,70.7,2424,6000,3725.15,2003,S,NOR,N,N
LERWICK,WHALSAY AND SKERRIES,LK62,RESEARCH W,C17971,41037,SHETLAND FPO LTD,70.7,2430,7680,4481.15,2003,S,NOR,N,N
LERWICK,LERWICK,LK297,SERENE,C19520,41664,SHETLAND FPO LTD,71.66,2943,6000,3817.896,2008,S,NOR,N,N
LERWICK,WHALSAY AND SKERRIES,LK394,ZEPHYR,B14874,41212,SHETLAND FPO LTD,72.8,2060,3440,2494.4,1996,S,NOR,N,N
LERWICK,WHALSAY AND SKERRIES,LK419,ANTARES,B14850,41211,SHETLAND FPO LTD,72.8,2060,3440,2494.4,1996,S,NOR,N,N
LERWICK,NORTHMAVINE,LK429,ALTAIRE,C18297,41068,INTERFISH,76.43,2809,6485,4064.7,2004,S,NOR,N,N
LOCHINVER,LOCHINVER,UL48,FORTITUDE,A13673,40335,NON-SECTOR,11.43,15.63,86,92.764,1984,W,GBR,Y,N
LOCHINVER,LOCHINVER,INS8,ADVENTURER II,C17416,40976,SCOTTISH FISHERMENS ORGANISATION,23.95,337,724,547.817,2001,S,ESP,N,N
LOWESTOFT,WELLS,YH776,CHARLIE JOHN,C20387,12347,NON-SECTOR,10.1,8.11,258,155.187,2013,F,GBR,Y,N
LOWESTOFT,WALTON-ON-NAZE,HH62,TRUE TO THE CORE,A17877,10612,NON-SECTOR,10.5,7,135,99.075,1988,F,GBR,Y,N
LOWESTOFT,BLAKENEY,LT199,TERRY WILLIAM,B10410,12245,NON-SECTOR,10.56,7.5,108,85.56,1989,F,GBR,Y,N
LOWESTOFT,LEIGH-ON-SEA,BK116,TWILIGHT STAR,A14655,10212,NON-SECTOR,10.67,8.14,82,74.138,1959,W,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO324,ELVEN HUNTER,A18713,10717,NON-SECTOR,10.7,10.77,63,65.8,1983,F,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,WI3,FREYA,B10378,11275,NON-SECTOR,10.75,6.95,95,81.988,1988,S,GBR,N,N
LOWESTOFT,GREAT YARMOUTH,YH15,ACHIEVABLE,A24265,11189,NON-SECTOR,10.82,4.27,70,66.449,1957,W,GBR,N,N
LOWESTOFT,BRANCASTER STAITHE,LN266,SOVEREIGN,A18581,10689,NON-SECTOR,10.95,8.05,89,80.127,1970,W,GBR,Y,N
LOWESTOFT,HARWICH,HH11,SYLVIA,A17837,11849,NON-SECTOR,10.97,8.39,44,53.149,1938,W,GBR,N,N
LOWESTOFT,WELLS,LN74,ISABELLE KATHLEEN,A18498,10667,NON-SECTOR,11.15,8.13,112,92.882,1975,F,GBR,Y,N
LOWESTOFT,WELLS,LN182,M & J T,A18557,10684,NON-SECTOR,11.34,6.58,89,79.286,1981,S,GBR,Y,N
LOWESTOFT,LOWESTOFT,LT7,SERENE DAWN,A11395,11637,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,11.6,21.79,102.13,96.999,1982,S,GBR,N,N
LOWESTOFT,LOWESTOFT,LT446,G AND E,A19010,10756,NON-SECTOR,11.61,12.33,52,68.795,1963,W,,Y,N
LOWESTOFT,PAGELSHAM,BM24,PEACE AND PLENTY III,A14758,11830,NON-SECTOR,11.73,27.47,130,117.854,1983,S,GBW,N,Y
LOWESTOFT,CANVEY ISLAND,LO243,JOBERT,A18686,10711,NON-SECTOR,11.75,10.3,90,85.972,1979,S,GBR,N,N
LOWESTOFT,BRANCASTER STAITHE,LN476,CATHERINE ANNE,C19003,11852,NON-SECTOR,11.88,15.71,140,118.361,2006,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO50,RENOWN IV,B10362,12236,NON-SECTOR,11.98,11.4,223,151.385,1989,S,GBR,N,N
LOWESTOFT,BRANCASTER STAITHE,LN86,LORD SAM,A18507,10295,NON-SECTOR,12,17.01,134,111.9,1981,W,GBR,Y,N
LOWESTOFT,BURNHAM-ON-CROUCH,MN182,LAUWERSZEE,A19575,10793,NON-SECTOR,12.15,16.21,107,95.535,1976,S,NLD,N,N
LOWESTOFT,LEIGH-ON-SEA,LO58,KATHERINE,A18631,10695,NON-SECTOR,12.3,17.17,147,117.441,1987,S,GBR,N,N
LOWESTOFT,SOUTHWOLD,LT74,CLANSMAN,A12280,41517,NON-SECTOR,12.47,21.03,130,112.744,1972,W,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO88,RENOWN,B12028,11835,NON-SECTOR,12.68,14.28,216.34,155.935,1991,S,GBR,N,Y
LOWESTOFT,LEIGH-ON-SEA,LO526,MARGARET BERYL,B13195,11508,NON-SECTOR,13.02,23.34,175,143.59,1992,S,NLD,N,N
LOWESTOFT,LEIGH-ON-SEA,LO2,REVENGE,B10702,12296,NON-SECTOR,13.08,18.45,221,158.179,1989,S,GBR,N,N
LOWESTOFT,WEST MERSEA,CK134,REBECCAN,B14139,11967,THE FPO LTD,13.2,29.37,187,144.87,1994,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,HH16,LIBERATOR,A18625,12074,NON-SECTOR,13.35,20.75,146.5,121.995,1986,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO47,LIBERATOR,C18478,11950,NON-SECTOR,13.84,23.35,216,164.186,2005,S,GBR,N,N
LOWESTOFT,WELLS,SH270,NOVANTAE,B11621,11753,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,13.9,37.58,201,167.456,1990,S,,Y,Y
LOWESTOFT,LEIGH-ON-SEA,LO541,MATTY JAY,C16052,11758,NON-SECTOR,13.91,22.77,201.4,158.65,1997,S,GBR,N,Y
LOWESTOFT,LEIGH-ON-SEA,LO86,MARY AMELIA,C19349,10585,NON-SECTOR,13.93,27.25,218,166.078,2008,S,GBR,Y,Y
LOWESTOFT,LEIGH-ON-SEA,LN454,ABBIE JAYNE,C16055,11458,NON-SECTOR,13.94,20.65,220,168.003,1997,S,GBR,N,Y
LOWESTOFT,LOWESTOFT,NN57,CORINA II,A19893,10808,NON-SECTOR,13.94,40.24,186,151.448,1986,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO1,CHARLOTTE JOAN,C18760,10827,NON-SECTOR,13.95,24.11,179,148.208,2006,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO106,SOPHIE JAYNE,B13513,11516,NON-SECTOR,13.95,24.97,216,164.857,1992,S,GBE,N,N
LOWESTOFT,LEIGH-ON-SEA,LO89,BOY LUKIE,C18617,11959,NON-SECTOR,13.97,22.52,155,136.527,2005,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO20,LEWIS ANDREW,C19430,11999,NON-SECTOR,13.98,27.33,221,167.533,2008,S,GBR,N,N
LOWESTOFT,LEIGH-ON-SEA,LO4,INDIANNA,C19475,44184,NON-SECTOR,13.98,29.14,221,167.672,2009,S,GBR,N,Y
LOWESTOFT,LEIGH-ON-SEA,LO33,RELIANCE 111,A18615,10692,NON-SECTOR,14,28.59,208.6,170.87,1986,S,GBR,N,N
LOWESTOFT,LOWESTOFT,LT3,RADIANCE,C19881,12508,SOUTH WESTERN FPO LTD,14,36.69,221,176.45,2011,S,GBR,N,N
LOWESTOFT,WEST MERSEA,CK305,NICOLA ANNE,C19213,11983,SOUTH WESTERN FPO LTD,14.3,41.88,277,199.01,1988,S,FRA,N,N
LOWESTOFT,WEST MERSEA,BD287,OUR JOSIE GRACE,C17512,12463,SOUTH WESTERN FPO LTD,14.95,50.72,214,183.757,2002,S,GBR,N,N
LOWESTOFT,LOWESTOFT,LT60,WILHELMINA,B12216,11473,LOWESTOFT FPO LTD,40,428,1343,944.35,1991,S,NLD,N,N
LOWESTOFT,HARLINGEN,LT36,MARGRIET,C20342,12326,LOWESTOFT FPO LTD,40.72,441,1470,1007.62,2004,S,NLD,N,N
LOWESTOFT,LOWESTOFT,LT162,HENDRIK BRANDS,C16214,12513,LOWESTOFT FPO LTD,42,477,1492,1049.4,1983,S,NLD,NULL,
MALLAIG,MALLAIG,OB145,JASTLO C,B11824,40431,WEST OF SCOTLAND FPO LTD,11.9,19.96,149,125.122,1990,F,GBR,N,N
MALLAIG,MALLAIG,M21,CESCA,A11415,10932,NON-SECTOR,14.99,36.16,131.5,139.971,1968,W,GBR,Y,N
MALLAIG,MALLAIG,OB89,LAURA ANN,A11488,44229,SCOTTISH FISHERMENS ORGANISATION,16.42,50,164,163.946,1971,W,GBR,N,N
MALLAIG,STORNOWAY,SY37,RANGER A,A11672,40159,WEST OF SCOTLAND FPO LTD,16.6,42,129,146.528,1966,W,GBR,N,Y
MALLAIG,MALLAIG,OB285,VIKINGBORG,A17777,41704,SCOTTISH FISHERMENS ORGANISATION,16.62,44,176,168.283,1975,W,GBR,N,Y
MALLAIG,MALLAIG,OB38,REBECCA JENEEN,C19411,40978,WEST OF SCOTLAND FPO LTD,16.69,105,358,267.916,2008,S,GBR,N,Y
MALLAIG,MALLAIG,OB956,CARALISA,A12138,44356,WEST OF SCOTLAND FPO LTD,17.6,70,272,227.472,1975,W,GBR,N,Y
MALLAIG,KILKEEL,OB333,SILVER DAWN,A11155,44057,SCOTTISH FISHERMENS ORGANISATION,17.61,51,145,167.388,1970,W,GBR,N,Y
MALLAIG,MALLAIG,SY76,KERISTUM,B14109,41527,NON-SECTOR,17.76,101,256,219.451,1963,W,FRA,Y,N
MALLAIG,MALLAIG,OB196,INDEPENDENCE,A11519,12208,WEST OF SCOTLAND FPO LTD,17.9,96,279,235.277,1977,W,GBR,N,N
MALLAIG,MALLAIG,OB915,REUL-A-CHUAIN,A17656,10374,SCOTTISH FISHERMENS ORGANISATION,18,47,197.72,184.014,1959,W,DNK,N,Y
MALLAIG,MALLAIG,PD787,OCEAN TRUST,A10908,50028,SCOTTISH FISHERMENS ORGANISATION,18.04,121,375,289.798,1982,W,GBR,N,N
MALLAIG,MALLAIG,BF878,OCEAN WAY,A10814,44148,SCOTTISH FISHERMENS ORGANISATION,18.23,134,298,255.876,1987,W,GBR,N,N
MALLAIG,MALLAIG,LK70,CONTEST,A12490,44432,SCOTTISH FISHERMENS ORGANISATION,18.4,127,278,243.78,1985,W,GBR,N,N
MALLAIG,MALLAIG,CN444,GLEANER,A10758,44135,SCOTTISH FISHERMENS ORGANISATION,19.81,137,328,283.695,1986,W,GBR,N,N
MALLAIG,MALLAIG,PD23,KIROAN,A11476,40139,SCOTTISH FISHERMENS ORGANISATION,23.1,148,354,307.14,1979,S,GBR,N,N
MILFORD HAVEN,MILFORD HAVEN,M77,RAPID RETURN,B10050,12350,NON-SECTOR,10.06,9.44,163,111.88,1988,F,GBR,Y,N
