Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Shellfish  licence (Y/N),Scallop licence (Y/N)
ABERDEEN,ABERDEEN,WK46,LILY V,A10911,44163,NON-SECTOR,10.3,10.36,82,82.632,1983,W,GBR,Y,N
ABERDEEN,ABERDEEN,AH4,BONNIE LASS II,C20280,11955,NON-SECTOR,10.4,9.41,140,103.872,2012,F,GBR,Y,N
ABERDEEN,ABERDEEN,A441,BOY GORDON V,B10713,40414,ABERDEEN FPO LTD,11.28,28.06,94,94.639,1989,F,GBR,Y,N
ABERDEEN,MILFORD HAVEN,KY19,PROVIDER,B11754,11432,THE FIFE FPO LTD,11.43,40.13,221,159.8,1990,S,GBR,N,Y
ABERDEEN,STONEHAVEN,A865,HARVESTER,A12901,40272,NON-SECTOR,11.83,19.64,85,89.829,1973,W,GBR,N,Y
ABERDEEN,GOURDON,ME216,STROMA ISLE,A13925,40871,NON-SECTOR,12.2,15.67,156,124.856,1974,W,GBR,N,Y
ABERDEEN,ABERDEEN,A913,DALWHINNIE,C19944,41414,NON-SECTOR,12.48,9.28,449,248.725,2011,F,ISL,Y,N
ABERDEEN,GOURDON,ME87,EMMA KATHLEEN,A12774,44469,NORTHERN PRODUCERS ORGANISATION LTD,14.33,42.92,231,180.615,1988,W,GBR,N,Y
ABERDEEN,GOURDON,ME47,SHARONA,A11541,44251,NORTHERN PRODUCERS ORGANISATION LTD,14.96,35.57,184,164.332,1976,W,GBR,N,Y
AYR,AYR,GK6,CHALLENGER,B14730,41621,NON-SECTOR,10.27,7.32,145,100.476,1996,F,GBR,Y,N
AYR,AYR,CN779,SEA VENTURE,C18632,70006,NON-SECTOR,10.34,14.24,149,116.682,1996,F,GBR,N,Y
AYR,AYR,SR48,LUCKY LUCY,B10363,41644,NON-SECTOR,11.25,10.07,230,146.925,1989,F,GBR,Y,N
AYR,AYR,GK8,ABOUT TIME,A20475,11303,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,11.9,16.24,126.7,110.565,1987,W,GBR,N,Y
AYR,KIRKCUDBRIGHT,DS2,SECOND DEGREE,B10282,44695,NON-SECTOR,12,23.98,239,198.99,1989,S,GBR,N,Y
AYR,AYR,BA850,BRIGHT HORIZON,C19402,11964,NON-SECTOR,12.14,13.99,435.6,254.899,2008,F,GBR,Y,N
AYR,TROON,OB129,WESTON BAY,A12893,44476,SCOTTISH FISHERMENS ORGANISATION,12.2,21.28,149,123.536,1985,F,UNK,N,N
AYR,AYR,BA847,ARCTIC MOON,A10991,40636,SCOTTISH FISHERMENS ORGANISATION,12.41,18.59,72.7,86.078,1974,W,UNK,N,Y
AYR,HOLYHEAD,GK291,PRIDE OF WALES,A14719,10219,NON-SECTOR,12.59,31.24,127,115.945,1982,W,GBR,N,Y
AYR,KIRKWALL,K355,OUR VENTURE,A13566,10153,NORTHERN PRODUCERS ORGANISATION LTD,12.75,33.27,235,168.863,1982,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,BA809,ARGO,C16207,11037,NORTHERN PRODUCERS ORGANISATION LTD,13,21.69,138,126.45,1997,S,GBR,N,Y
AYR,AYR,OB15,KAYLEIGH M,A12187,44368,WEST OF SCOTLAND FPO LTD,13.08,28.53,216,169.009,1981,S,GBR,N,N
AYR,KIRKCUDBRIGHT,BA17,ASKARI,B14107,40497,NON-SECTOR,13.27,21.81,175.3,151.605,1994,S,GBR,N,Y
AYR,AYR,DS4,CHARITY & LIBERTY,C18510,11960,NORTH SEA FISHERMENS ORGANISATION LTD,14.95,40.1,221,188.402,2005,S,GBR,N,Y
AYR,DUNURE,BA107,SPES BONA V,C18242,40647,SCOTTISH FISHERMENS ORGANISATION,14.95,51.56,195,175.955,2004,S,GBR,N,Y
AYR,TROON,BA120,DAWN WATCH II,A10315,44045,SCOTTISH FISHERMENS ORGANISATION,15.69,41,175,160.495,1962,W,GBR,N,N
AYR,AYR,LH19,SILVER CREST II,A12239,44383,SCOTTISH FISHERMENS ORGANISATION,15.71,40.3,131,141.742,1969,W,GBR,N,N
AYR,ANNAN,A52,MARIGOLD,A10172,40008,NON-SECTOR,15.78,34,179,163.711,1968,W,GBR,N,Y
AYR,ANNAN,BA156,QUEENSBERRY,A10337,44051,NON-SECTOR,15.9,35,201,175.674,1971,W,GBR,N,Y
AYR,KIRKCUDBRIGHT,BA817,ACADEMUS,C16487,40861,NON-SECTOR,16.11,66,221,190.472,1998,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,BA224,AZTEC,A10387,44054,NON-SECTOR,16.15,59,216,188.932,1986,S,GBR,N,Y
AYR,MARYPORT,BA316,ISLANDER,A11838,11677,NORTHERN IRELAND FPO LTD,16.66,35,134,148.098,1967,W,UNK,N,Y
AYR,ANNAN,KY28,UBIQUE,A12092,10101,ANGLO-SCOTTISH FPO LTD,16.67,41,221,186.801,1974,W,GBR,N,Y
AYR,AYR,AH71,PROVIDER,A10184,10540,SCOTTISH FISHERMENS ORGANISATION,16.83,60,155,163.661,1972,W,GBR,N,N
AYR,TROON,AR871,TRUST,A11687,50037,NORTHERN PRODUCERS ORGANISATION LTD,16.83,58,201,179.649,1974,W,GBR,N,N
AYR,TROON,AR190,SILVER QUEST,A10726,44124,SCOTTISH FISHERMENS ORGANISATION,16.92,56,172,169.614,1971,W,GBR,N,N
AYR,TROON,BA19,FAIR MORN,A11185,40122,SCOTTISH FISHERMENS ORGANISATION,17.1,24.24,179,173.232,1973,W,GBR,N,N
AYR,KIRKCUDBRIGHT,BA70,AZULA,B11590,44728,NON-SECTOR,17.13,66,350,258.224,1990,S,UNK,N,Y
AYR,AYR,OB235,REBEKAH JAYNE,A11560,10087,SCOTTISH FISHERMENS ORGANISATION,17.2,76,279,221.01,1978,W,GBR,N,N
AYR,AYR,TT282,SEMPER VICTORIA,A19063,41032,NON-SECTOR,17.2,44,171,155.726,1967,S,UNK,N,Y
AYR,AYR,SY503,OCEAN HUNTER,A13844,40918,SCOTTISH FISHERMENS ORGANISATION,17.22,66,270,222.754,1969,W,GBR,N,N
AYR,KIRKCUDBRIGHT,BA359,ST APOLLO,A17819,40378,SCOTTISH FISHERMENS ORGANISATION,18.21,51,328,250.486,1979,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,BA804,ARGOSY,B14552,40746,NON-SECTOR,18.25,96,335.7,271.515,1995,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,BA500,AQUINIS,B12559,44749,NON-SECTOR,18.27,96,350,278.082,1992,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,DS3,ATLANTIS BELLE,B10742,40998,NORTH SEA FISHERMENS ORGANISATION LTD,18.27,72,374,281.574,1989,S,GBR,N,Y
AYR,AYR,TN16,NATHALIE,A13440,50283,NORTHERN PRODUCERS ORGANISATION LTD,18.35,65,294,240.198,1971,W,GBR,N,N
AYR,AYR,BA9,OLIVE BRANCH,A12963,40275,NON-SECTOR,18.59,71,171,189.234,1971,W,GBR,N,Y
AYR,ANNAN,BA338,FREDWOOD,A10461,41075,NON-SECTOR,19.35,45.17,366.5,285.862,1975,W,GBR,N,Y
AYR,TROON,BA55,OCEAN MAID,A10265,44038,SCOTTISH FISHERMENS ORGANISATION,19.62,60,223,222.975,1973,W,GBR,N,N
AYR,TROON,BA280,FREEDOM III,A10423,44058,SCOTTISH FISHERMENS ORGANISATION,19.72,62,272,238.354,1967,W,GBR,N,N
AYR,AYR,GK7,BEN LOYAL,A13786,44658,NON-SECTOR,21.22,66,171,208.302,1960,W,UNK,N,N
AYR,KIRKCUDBRIGHT,BA87,KING CHALLENGER,C18580,41097,SOUTH WESTERN FPO LTD,21.3,192,537,408.003,2005,S,GBR,N,Y
AYR,BALLANTRAE,BA810,KINGFISHER,C16272,40836,SOUTH WESTERN FPO LTD,22.94,163,499,385.13,1998,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,TN2,TOBRACH N,C16633,40885,NON-SECTOR,23.07,146.51,220,260.49,1999,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,BA829,KING EXPLORER,C17308,11510,SOUTH WESTERN FPO LTD,23.66,202,459,376.902,2001,S,GBR,N,Y
AYR,AYR,BA858,ARGONAUT,C20352,41614,NON-SECTOR,23.96,150,221,262.378,1992,S,NLD,N,Y
AYR,AYR,BA4,SARAH LOUISE,C20130,12204,SOUTH WESTERN FPO LTD,23.99,164,221,260.663,1991,S,NLD,N,Y
AYR,AYR,KY43,SATURNUS,C19468,41643,NON-SECTOR,24,156,221,260.25,1990,S,NLD,N,Y
AYR,KIRKCUDBRIGHT,FR357,SUSAN BIRD,A16749,40941,NON-SECTOR,24.8,88,410,331.812,1964,S,NLD,N,Y
AYR,AYR,TN38,GEORGELOU - N,A21593,41590,SOUTH WESTERN FPO LTD,25.5,160,615,464.685,1978,S,GBR,N,Y
AYR,KIRKCUDBRIGHT,DS11,VERTROUWEN,B10005,44242,NORTH SEA FISHERMENS ORGANISATION LTD,26.24,144.5,550,415.436,1968,S,NLD,N,Y
AYR,AYR,INS29,INVERDALE,C19414,10412,WALES AND WEST COAST FPO LTD,26.3,150.9,295.6,317.646,1992,S,ESP,N,N
AYR,AYR,UL37,BRISCA,A19101,10767,FLEETWOOD FPO LTD,26.75,302,619,499.237,1987,S,GBS,N,N
AYR,AYR,DS15,CLASINA,A14749,41033,NORTH SEA FISHERMENS ORGANISATION LTD,28.04,165,557,446.93,1968,S,NLD,N,Y
AYR,TROON,AR865,CABO ORTEGAL,B14430,40638,FLEETWOOD FPO LTD,28.13,203,220,295.91,1991,S,ESP,N,N
AYR,AYR,OB1015,FEITIZO,A19126,10780,NORTHERN PRODUCERS ORGANISATION LTD,29.1,215,675.13,507.509,1970,S,ESP,N,N
AYR,AYR,PD905,HONEYBOURNE III,B12744,44752,NORTH SEA FISHERMENS ORGANISATION LTD,29.16,215,588,483.3,1982,S,NLD,N,Y
AYR,AYR,UL591,MAREIXON,C20211,41544,NORTHERN PRODUCERS ORGANISATION LTD,29.3,223,471,422.91,1999,S,ESP,N,N
AYR,AYR,OB93,COELLEIRA,A18855,11714,NORTHERN PRODUCERS ORGANISATION LTD,30,210,596,472.2,1970,S,NLD,N,N
AYR,KIRKCUDBRIGHT,TN37,PHILOMENA,B11107,40521,SOUTH WESTERN FPO LTD,30.57,176,543,458.34,1970,S,,N,Y
AYR,AYR,TN30,NOORDZEE,C20283,41598,THE FIFE FPO LTD,31.1,249,742,567.15,1980,S,NLD,N,Y
AYR,CORUNNA,AR94,AYR QUEEN,A10123,10012,NORTHERN PRODUCERS ORGANISATION LTD,32.31,290,522,464.947,1961,S,GBR,N,N
AYR,AYR,TN36,MATTANJA,B11224,11772,SOUTH WESTERN FPO LTD,32.5,217,746,579.45,1973,S,NLD,N,Y
AYR,AYR,TN20,SEA LADY,B12151,11816,SOUTH WESTERN FPO LTD,32.8,239,747,575.59,1985,S,NLD,N,Y
AYR,AYR,OB113,PATRICIA MARTA,C19630,10411,NORTHERN PRODUCERS ORGANISATION LTD,32.99,291,359,415.573,1995,S,ESP,N,N
AYR,AYR,TN35,OLIVIA JEAN,B12608,11855,SOUTH WESTERN FPO LTD,33.86,242,749,591,1980,S,NLD,N,Y
AYR,BALLANTRAE,DS10,ALBION,B13827,40910,NORTH SEA FISHERMENS ORGANISATION LTD,34.9,375,855,677.91,1986,S,BEL,N,Y
AYR,AYR,UL666,TAHUME,A13160,10142,FLEETWOOD FPO LTD,35.28,315,485,465.563,1957,S,GBR,N,N
AYR,AYR,UL578,CHRISTIAN M,B14393,11738,NORTHERN PRODUCERS ORGANISATION LTD,35.4,322,597,544.77,1972,S,FRA,N,N
AYR,AYR,DS18,CORNELIS GERT JAN,B13544,41405,NORTH SEA FISHERMENS ORGANISATION LTD,35.77,328,745,621.41,1985,S,BEL,Y,Y
AYR,AYR,UL576,BROSME,A19315,10784,NORTHERN PRODUCERS ORGANISATION LTD,37.66,299.23,552,508.254,1974,S,ESP,N,N
AYR,AYR,AR1,MAGAN D,A17149,44670,NORTHERN PRODUCERS ORGANISATION LTD,38.06,263,500,499.032,1968,S,ESP,N,N
AYR,AYR,UL257,EDER SANDS,A14920,10276,FLEETWOOD FPO LTD,38.2,307,746,614.56,1974,S,ESP,N,N
AYR,UNSPECIFIED SPANISH PORT,BM254,BLUE GATE,A14917,10275,NON-SECTOR,38.59,324,1177,808.656,1975,S,ESP,N,N
AYR,AYR,A40,GRAMPIAN ADMIRAL,A10029,11845,NORTHERN PRODUCERS ORGANISATION LTD,39.15,368,567,565.218,1960,S,GBR,N,N
AYR,AYR,AR325,ESPEMAR DOS,A16740,41551,NORTHERN PRODUCERS ORGANISATION LTD,39.24,481,882,767.326,1975,S,GBR,N,N
AYR,AYR,DS1,ISLA S,C20104,41437,NORTH SEA FISHERMENS ORGANISATION LTD,40.11,396,1095,833.685,1990,S,NLD,N,Y
AYR,CORUNNA,TN101,MAR DE CRETA,B13892,41071,FLEETWOOD FPO LTD,40.35,353,700,611.573,1957,S,ESP,N,N
AYR,TROON,TN40,MAR DE BENS,C18081,41062,FLEETWOOD FPO LTD,46.85,468,720,703.485,1975,S,JPN,N,N
BELFAST,KILKEEL,N862,FAIRWAY TWO,A23196,11093,NORTHERN IRELAND FPO LTD,10.19,11.18,97,85.225,1981,U,GBR,N,N
BELFAST,PORTAVOGIE,N105,ST BRENDAN,B12259,50212,THE FIFE FPO LTD,10.45,12.99,90,83.345,1990,W,UNK,N,N
BELFAST,KILKEEL,N65,LEANA,A19685,50124,NORTHERN IRELAND FPO LTD,10.47,8.66,111,94.448,1987,F,GBR,Y,N
BELFAST,KILKEEL,N444,AMITY,B10423,50200,ANGLO-NORTH IRISH FPO LTD,10.57,13.02,134,101.84,1989,W,UNK,Y,Y
BELFAST,BURTONPORT,B617,RESTLESS WAVE,C19149,44022,NON-SECTOR,10.65,8.39,81,80.541,1978,O,IRL,Y,N
BELFAST,KILKEEL,N588,TWO BROTHERS,B10082,40399,ANGLO-NORTH IRISH FPO LTD,10.7,13.27,100,87.372,1989,F,,Y,N
BELFAST,KILKEEL,N51,WATERLILY,A13410,44567,ANGLO-NORTH IRISH FPO LTD,10.76,15.59,74,79.245,1972,W,GBR,N,Y
BELFAST,ANNALONG,N5,NICOLA-JOANNE,A23206,50354,NON-SECTOR,10.8,13.34,110,92.7,1982,W,GBR,Y,Y
BELFAST,KILKEEL,N59,GALENA,A23573,44682,NORTHERN IRELAND FPO LTD,10.9,9.55,73,77.431,1982,F,GBR,Y,N
BELFAST,KILKEEL,B758,CAROL ANN,A16756,50299,NORTHERN IRELAND FPO LTD,10.97,12.51,98,88.967,1981,F,GBR,N,N
BELFAST,PORTAVOGIE,B1005,OCEAN DIVINE,C19945,50308,NORTHERN IRELAND FPO LTD,11.35,11.71,120.85,101.145,1982,F,GBR,N,N
BELFAST,BALLYCASTLE,CE695,KERIOLET,B14120,50229,NON-SECTOR,11.4,15.19,112,98.394,1994,F,GBR,Y,N
BELFAST,BELFAST,CE550,GEMMA,C20524,50375,NORTHERN IRELAND FPO LTD,11.46,12.16,93.26,84.369,1983,W,GBR,N,N
BELFAST,KILKEEL,B918,FAIR WIND,C17105,50279,ANGLO-NORTH IRISH FPO LTD,11.53,15.29,162,122.479,,S,,Y,Y
BELFAST,BELFAST,CE549,FRAM III,B11324,11398,NON-SECTOR,11.7,11.27,239,150.84,1990,F,GBR,Y,N
BELFAST,KILKEEL,N345,TELESIS,A23387,11107,NORTHERN IRELAND FPO LTD,11.89,23.43,179.04,136.808,1988,S,GBR,Y,Y
BELFAST,RED BAY,CE12,BOY PAUL,B13061,50301,NON-SECTOR,11.9,25.3,178,134.84,1992,F,GBR,N,Y
BELFAST,BALLYCASTLE,CE307,SIOBHAN III,B14963,50270,NORTHERN IRELAND FPO LTD,11.95,22.95,179.04,134.343,1997,F,EIR,Y,Y
BELFAST,UNSPECIFIED IRISH PORT,N973,KEALINCHA DAWN,C18370,40254,NON-SECTOR,11.95,10.93,75,86.808,1996,S,GBR,Y,N
BELFAST,BELFAST,CE707,ALASKA,B11494,11267,NON-SECTOR,11.99,24.63,112,106.154,1990,S,GBR,Y,Y
BELFAST,UNSPECIFIED IRISH PORT,B210,HANDA ISLE,A13758,44603,NON-SECTOR,12,18.29,135,122.55,1988,F,GBR,Y,N
BELFAST,KILKEEL,N263,LADY ISLE,A13589,50378,NORTHERN IRELAND FPO LTD,12.14,21.72,145,124.493,1968,S,GBR,N,Y
BELFAST,ARDGLASS,N308,ALISON MARY,A19799,50167,NORTHERN IRELAND FPO LTD,12.19,25.7,215,157.944,1985,F,GBR,N,N
BELFAST,DUNDALK,N974,MARY MARIA,C18455,50260,NORTHERN PRODUCERS ORGANISATION LTD,12.59,15.55,240,166.669,2004,S,GBR,N,N
BELFAST,ARDGLASS,N17,SHARON ANN,B13401,11512,NORTHERN IRELAND FPO LTD,12.9,26.53,192,149.868,1992,W,GBR,N,N
BELFAST,ARDGLASS,B889,SILVER FERN,A11091,44590,NORTHERN IRELAND FPO LTD,13.09,20.76,122,116.423,1973,W,GBR,N,Y
BELFAST,ARDGLASS,B914,NEW VENTURE,C17083,50190,NORTHERN IRELAND FPO LTD,13.7,39.63,177,151.438,2000,S,GBR,N,N
BELFAST,ARDGLASS,B92,SEA MOURNE,C18560,50025,NORTHERN IRELAND FPO LTD,13.7,39.63,174.86,150.475,2005,S,GBR,N,N
BELFAST,KILKEEL,B279,ROSEMARY ANN,A10422,50008,ANGLO-NORTH IRISH FPO LTD,13.72,26.15,131,123.708,1965,W,GBR,Y,Y
BELFAST,PORTAVOGIE,B157,MARANATHA,B10648,44700,NORTHERN IRELAND FPO LTD,13.82,30.42,221,165.786,1988,W,EIR,N,Y
BELFAST,ARDGLASS,N193,SPES MARIS,A12355,40229,NORTHERN IRELAND FPO LTD,13.87,32.85,177,149.416,1973,W,GBR,N,N
BELFAST,ARDGLASS,N313,REBENA BELLE,A19801,50168,NORTHERN IRELAND FPO LTD,14.02,27.94,82,105.318,1963,W,GBR,N,N
BELFAST,KILKEEL,N123,AMETHYST,A10318,44048,NORTHERN IRELAND FPO LTD,14.76,31.01,136,134.852,1975,W,GBS,N,Y
BELFAST,RATHMULLEN,B988,ANNIE,C19147,12192,NON-SECTOR,14.84,57.48,298.4,226.733,2006,S,GBR,Y,N
BELFAST,PORTAVOGIE,B963,GOLDEN RAY,C18504,50277,NORTHERN IRELAND FPO LTD,14.93,52.43,217,186.036,2005,S,GBR,N,N
BELFAST,KILKEEL,B26,WHITE HEATHER IV,A12986,40476,ANGLO-NORTH IRISH FPO LTD,14.94,36.08,128,138.724,1968,W,GBR,N,N
BELFAST,LONDONDERRY,B945,MARY ELLEN,C18125,50271,NON-SECTOR,14.95,60.84,265,212.089,2004,S,GBR,Y,N
BELFAST,KILKEEL,N203,ZEPHYR,A11465,41101,NORTHERN IRELAND FPO LTD,14.98,31.85,181,160.095,1974,W,GBR,N,Y
BELFAST,KILKEEL,N611,WINSOME,A12713,40259,NON-SECTOR,15.18,31,221,176.716,1966,W,GBR,Y,Y
BELFAST,PORTAVOGIE,B10,GIRL ANN III,A13567,50275,NORTHERN IRELAND FPO LTD,15.31,35,144,142.269,1968,W,GBR,N,N
BELFAST,KILKEEL,N938,MOYUNA,C17536,50298,NORTHERN IRELAND FPO LTD,15.34,43,170,158.262,1973,W,GBR,N,Y
BELFAST,KILKEEL,N911,COWRIE BAY,A15123,10319,ANGLO-NORTH IRISH FPO LTD,15.71,48,171,166.183,1973,S,GBR,Y,Y
BELFAST,BELFAST,B24,MYSTICAL ROSE II,A24794,50372,NORTHERN IRELAND FPO LTD,15.85,41,141,145.553,1981,W,GBR,N,N
BELFAST,PORTAVOGIE,B185,ASTERIA,B14549,40768,NORTHERN IRELAND FPO LTD,16.04,108,195.87,181.815,1995,W,GBR,N,N
BELFAST,ARDGLASS,N180,SUPREME,A11148,10070,NORTHERN IRELAND FPO LTD,16.16,46,171,165.668,1969,W,GBR,N,N
BELFAST,ARDGLASS,N179,BOY ANDREW,A12183,40213,NORTHERN IRELAND FPO LTD,16.27,63,243,198.672,1973,W,GBR,N,N
BELFAST,ARDGLASS,B926,NIMROD,A12126,44354,NORTHERN IRELAND FPO LTD,16.28,64,201,179.176,1976,W,OTH,N,Y
BELFAST,PORTAVOGIE,B116,GOOD HOPE,A12308,50284,NORTHERN IRELAND FPO LTD,16.31,58,272,209.495,1969,W,GBR,N,N
BELFAST,NORTH SHIELDS,B85,PILOT STAR,A10627,50016,NORTHERN IRELAND FPO LTD,16.32,40,111,134.814,1964,W,GBR,N,N
BELFAST,KILKEEL,B78,IMMANUEL VII,A13284,40490,ANGLO-NORTH IRISH FPO LTD,16.4,44,221,188.01,1973,F,GBR,N,Y
BELFAST,ARDGLASS,B330,MARINA,A10847,44569,NORTHERN IRELAND FPO LTD,16.48,40,128,144.944,1964,W,GBR,N,N
BELFAST,ARDGLASS,B268,THE WAY,A16729,11925,NORTHERN IRELAND FPO LTD,16.5,36,184.2,169.68,1965,W,GBR,N,Y
BELFAST,ARDGLASS,B63,GLENDEVERON,A10733,50276,NORTHERN IRELAND FPO LTD,16.51,42,144,153.459,1969,W,GBR,N,N
BELFAST,PORTAVOGIE,B409,ALPHA,A13561,44581,NORTHERN IRELAND FPO LTD,16.52,41,134,152.482,1967,W,UNK,N,N
BELFAST,ARDGLASS,B260,ALISA,A13198,44097,NORTHERN IRELAND FPO LTD,16.61,41,208.88,181.531,1969,W,GBR,N,N
BELFAST,KILKEEL,N970,HIGHLAND QUEEN,A12273,40795,NON-SECTOR,16.65,54,172,168.808,1972,W,GBR,N,Y
BELFAST,ARDGLASS,B123,TRIBUTE,A10763,50024,NORTHERN IRELAND FPO LTD,16.66,47,198,177.565,1965,W,GBR,N,N
BELFAST,KILKEEL,N236,MINCH HUNTER,B10271,40403,NORTHERN IRELAND FPO LTD,16.7,46,220,189.013,1975,S,GBR,N,Y
BELFAST,PORTAVOGIE,B952,FAITHFUL FRIEND V,A11786,50350,NORTHERN IRELAND FPO LTD,16.76,71,179.04,173.586,1971,W,,N,Y
BELFAST,KILKEEL,N336,ONWARD,A10795,44145,NORTHERN IRELAND FPO LTD,16.77,89,221,200.573,1988,S,GBR,N,Y
BELFAST,BELFAST,N277,KESTEVEN,A17556,50377,NORTHERN IRELAND FPO LTD,16.84,53,186,173.457,1973,W,GBR,N,N
BELFAST,ARDGLASS,N252,MORNING DAWN,A11182,40121,NORTHERN IRELAND FPO LTD,16.95,46,238,200.156,1970,W,GBS,N,N
BELFAST,ARDGLASS,B767,VAL G,A24111,50248,NORTHERN IRELAND FPO LTD,17.01,63,271.54,201.119,1967,S,UNK,N,N
BELFAST,GREENCASTLE,CE208,GREEN BRAE,A11796,44324,WEST OF SCOTLAND FPO LTD,17.07,55,212,192.187,1973,W,GBR,N,Y
BELFAST,KILKEEL,N264,LYNNMARIE,A10576,11871,ANGLO-NORTH IRISH FPO LTD,17.13,65,220,195.099,1973,W,GBR,N,Y
BELFAST,ARDGLASS,B19,MARGARET ANN 11,A12937,44481,NORTHERN IRELAND FPO LTD,17.22,37,177,173.671,1968,W,GBR,N,N
BELFAST,KILKEEL,N120,AMELIA,A17811,11861,NORTHERN IRELAND FPO LTD,17.48,70,221,191.22,1978,S,GBR,N,Y
BELFAST,ARDGLASS,B145,PILOT US,A17693,50111,NORTHERN IRELAND FPO LTD,17.77,52,171.58,175.835,1969,W,GBR,N,N
BELFAST,KILKEEL,N304,NEW VENTURE,A17604,44047,NORTHERN IRELAND FPO LTD,17.99,84,304,241.142,1979,S,GBR,N,N
BELFAST,PORTAVOGIE,B923,PROVIDENCE IV,A12342,10120,NORTHERN IRELAND FPO LTD,18.09,65,279,234.633,1975,W,GBR,N,N
BELFAST,PORTAVOGIE,B377,VILLAGE BELLE IV,A13609,50290,NORTHERN IRELAND FPO LTD,18.1,47,221,204.792,1970,W,GBR,Y,Y
BELFAST,ARDGLASS,N298,TRUE TOKEN,A11196,44188,NORTHERN IRELAND FPO LTD,18.15,46,220,199.007,1965,W,GBR,N,Y
BELFAST,ARDGLASS,N470,ANDRIAS,A13942,40363,NORTHERN IRELAND FPO LTD,18.3,66,149,165.138,1967,W,GBR,N,Y
BELFAST,KILKEEL,N964,CAAREEN,C18150,44220,ANGLO-NORTH IRISH FPO LTD,18.41,94,333,260.31,1979,W,EIR,N,N
BELFAST,KILKEEL,N306,ARLANDA,A10840,50026,NORTHERN IRELAND FPO LTD,18.43,68,171.58,166.596,1976,W,DNK,N,N
BELFAST,BALLYCASTLE,CE135,CRYSTAL TIDE,A10207,40012,NORTHERN IRELAND FPO LTD,18.47,74.56,219,210.663,1971,W,GBR,N,Y
BELFAST,PORTAVOGIE,B126,INCENTIVE II,A12315,50050,NORTHERN IRELAND FPO LTD,18.5,81,273,231.26,1973,W,GBR,N,N
BELFAST,KILKEEL,N924,OCEANUS,C16955,44152,ANGLO-NORTH IRISH FPO LTD,18.51,106,368,278.881,1983,W,,N,N
BELFAST,ARDGLASS,B310,SILVER DEE,A10046,50000,NORTHERN IRELAND FPO LTD,18.54,63,172,190.494,1971,W,GBR,N,N
BELFAST,BELFAST,N83,CONSTANT FRIEND,B14217,40723,ANGLO-NORTH IRISH FPO LTD,18.54,152,377,293.868,1994,S,GBR,N,N
BELFAST,PORTAVOGIE,N108,RAMBLING ROSE,A10525,44071,NORTHERN IRELAND FPO LTD,18.59,91,272,237.472,1981,W,GBR,N,N
BELFAST,KILKEEL,N102,WILLING LAD,C19587,50291,NORTHERN IRELAND FPO LTD,18.75,115.35,441,323.325,2009,S,GBR,N,N
BELFAST,BELFAST,B336,AURELIA,C17874,40832,NORTHERN IRELAND FPO LTD,19,179,447,334.15,2003,S,GBR,N,N
BELFAST,PORTAVOGIE,B920,BOY STUART,A10563,44081,NORTHERN IRELAND FPO LTD,19.11,101,373,292.447,1974,W,GBR,N,N
BELFAST,PORTAVOGIE,N182,DAY DAWN,A19735,50138,NORTHERN IRELAND FPO LTD,19.17,57,231,215.519,1965,W,GBR,N,N
BELFAST,ARDGLASS,B317,KAREN,A17567,11939,NORTHERN IRELAND FPO LTD,19.23,50,208.79,201.259,1975,W,DNK,N,N
BELFAST,KILKEEL,N777,NORTHERN QUEST,C19238,41125,ANGLO-NORTH IRISH FPO LTD,19.27,89,324,261.42,1980,S,FRA,N,N
BELFAST,PORTAVOGIE,B140,RIBHINN DONN II,A13466,50058,NORTHERN IRELAND FPO LTD,19.3,57,171,192.364,1973,W,GBR,N,N
BELFAST,PORTAVOGIE,B282,OCEAN VENTURE,A10552,50246,NORTHERN IRELAND FPO LTD,19.46,74,298,254.168,1971,W,GBR,N,N
BELFAST,PORTAVOGIE,B908,GOLDEN EMBLEM,A11806,40172,ANGLO-NORTH IRISH FPO LTD,19.63,123,309,269.982,1979,W,GBR,N,N
BELFAST,ARDGLASS,N942,BOUNTEOUS,A11506,40143,NORTHERN IRELAND FPO LTD,19.79,88,172,198.119,1976,W,GBR,N,N
BELFAST,PORTAVOGIE,B224,STARLIGHT SPLENDOUR,A14163,50083,NORTHERN IRELAND FPO LTD,19.81,76,317,269.236,1975,W,,N,N
BELFAST,ARDGLASS,B44,MAYFLOWER OF PORTAVOGIE,A14068,50070,NORTHERN IRELAND FPO LTD,19.86,59,179,196.731,1957,W,GBR,N,N
BELFAST,ARDGLASS,N325,BONAVENTURE,A13907,44342,NORTHERN IRELAND FPO LTD,19.88,62,328,270.657,1969,W,GBR,N,N
BELFAST,KILKEEL,N77,NORTHERN VENTURE,C17465,50112,ANGLO-NORTH IRISH FPO LTD,19.9,110,431,329.27,1982,S,EIR,N,N
